Timestamp,bp_discharge,bp_discharge+1,bp_discharge+2,bp_discharge+3,bp_discharge+4,bp_discharge+5,bp_discharge+6,bp_discharge+7,bp_discharge+8,bp_discharge+9,bp_discharge+10,bp_discharge+11,bp_discharge+12,bp_discharge+13,bp_discharge+14,bp_discharge+15,bp_discharge+16,bp_discharge+17,bp_discharge+18,bp_discharge+19,bp_discharge+20,bp_discharge+21,bp_discharge+22,bp_discharge+23,bp_discharge+24,bp_discharge+25,bp_discharge+26,bp_discharge+27,bp_discharge+28,bp_discharge+29,bp_discharge+30,bp_discharge+31,bp_discharge+32,bp_discharge+33,bp_discharge+34,bp_discharge+35,bp_discharge+36,bp_discharge+37,bp_discharge+38,bp_discharge+39
11/11/2015,1.534,1.712,1.499,1.651,1.497,1.44,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666
11/12/2015,1.712,1.499,1.651,1.497,1.44,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388
11/13/2015,1.499,1.651,1.497,1.44,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035
11/14/2015,1.651,1.497,1.44,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348
11/15/2015,1.497,1.44,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122
11/16/2015,1.44,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241
11/17/2015,1.8,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309
11/18/2015,1.62,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61
11/19/2015,1.38,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864
11/20/2015,1.248,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68
11/21/2015,1.136,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881
11/22/2015,1.049,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15
11/23/2015,0.967,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004
11/24/2015,0.921,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042
11/25/2015,0.812,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426
11/26/2015,0.735,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815
11/27/2015,0.702,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947
11/28/2015,0.742,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111
11/29/2015,0.868,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153
11/30/2015,1.043,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718
12/1/2015,0.862,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12
12/2/2015,1.032,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536
12/3/2015,4.113,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109
12/4/2015,2.202,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811
12/5/2015,4.104,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64
12/6/2015,3.234,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49
12/7/2015,3.208,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286
12/8/2015,2.602,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168
12/9/2015,2.365,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476
12/10/2015,2.668,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04
12/11/2015,1.966,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758
12/12/2015,4.087,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929
12/13/2015,3.51,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913
12/14/2015,4.571,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14
12/15/2015,5.137,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553
12/16/2015,4.427,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401
12/17/2015,3.807,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063
12/18/2015,3.117,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731
12/19/2015,3.439,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801
12/20/2015,2.666,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2
12/21/2015,2.388,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93
12/22/2015,3.035,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647
12/23/2015,2.348,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475
12/24/2015,3.122,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261
12/25/2015,4.241,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11
12/26/2015,5.309,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017
12/27/2015,3.61,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911
12/28/2015,3.864,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069
12/29/2015,6.68,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536
12/30/2015,10.881,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408
12/31/2015,5.15,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682
1/1/2016,8.004,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722
1/2/2016,8.042,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62
1/3/2016,6.426,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418
1/4/2016,3.815,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408
1/5/2016,2.947,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717
1/6/2016,3.111,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727
1/7/2016,3.153,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282
1/8/2016,2.718,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827
1/9/2016,3.12,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33
1/10/2016,2.536,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756
1/11/2016,2.109,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587
1/12/2016,1.811,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4
1/13/2016,1.64,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24
1/14/2016,1.49,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09
1/15/2016,1.286,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968
1/16/2016,1.168,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865
1/17/2016,1.476,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786
1/18/2016,3.04,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384
1/19/2016,1.758,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517
1/20/2016,1.929,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254
1/21/2016,2.913,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189
1/22/2016,3.14,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152
1/23/2016,2.553,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13
1/24/2016,2.401,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016
1/25/2016,2.063,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016,0.926
1/26/2016,3.731,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016,0.926,0.821
1/27/2016,2.801,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016,0.926,0.821,0.804
1/28/2016,2.2,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016,0.926,0.821,0.804,0.757
1/29/2016,1.93,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016,0.926,0.821,0.804,0.757,0.738
1/30/2016,1.647,1.475,1.261,1.11,1.017,0.911,1.069,1.536,1.408,2.682,1.722,1.62,1.418,1.408,1.717,1.727,1.282,1.827,3.33,1.756,1.587,1.4,1.24,1.09,0.968,0.865,0.786,1.384,2.517,1.254,1.189,1.152,1.13,1.016,0.926,0.821,0.804,0.757,0.738,0.769
