Timestamp,rain,Tmax,Tmin,wdsp,Rhmean,solar_rad,bp_discharge
10/4/2017,0.0,14.0,7.3,12.4,89.33333333,334.302727,0.505
10/5/2017,0.2,14.8,7.7,11.0,80.79166667,303.6178006,0.468
10/6/2017,1.2,14.8,5.7,6.7,93.83333333,362.2674975,0.435
10/7/2017,0.4,14.5,10.2,7.6,91.375,352.7114854,0.418
10/8/2017,0.0,13.9,9.3,3.4,89.20833333,334.128136,0.391
10/9/2017,1.1,16.2,7.4,7.8,98.375,379.3737053,0.369
10/10/2017,2.4,14.7,9.6,12.3,94.625,367.2760282,0.352
10/11/2017,4.0,15.1,7.5,14.3,87.70833333,342.8720624,0.366
10/12/2017,3.7,15.0,5.9,11.1,97.375,378.8294261,0.329
10/13/2017,16.1,15.7,14.8,15.5,100.0,408.8332175,0.443
10/14/2017,0.9,15.0,13.5,12.3,98.16666667,379.3376586,0.456
10/15/2017,4.5,14.1,12.2,9.4,99.20833333,387.8093929,0.411
10/16/2017,7.6,16.4,8.7,25.3,96.0,379.2936884,0.653
10/17/2017,0.1,14.1,4.8,5.4,91.375,351.6910123,0.494
10/18/2017,2.4,13.1,6.8,10.0,99.625,385.7235017,0.425
10/19/2017,44.1,13.2,8.4,16.4,96.625,454.1820676,3.402
10/20/2017,19.8,12.5,4.7,13.5,90.45833333,375.332832,2.715
10/21/2017,3.3,11.4,7.1,23.0,89.875,350.200435,2.346
10/22/2017,3.5,12.6,7.3,11.7,89.375,348.5868775,1.805
10/23/2017,0.7,14.2,9.8,8.2,99.41666667,383.1642094,1.596
10/24/2017,8.0,14.4,9.9,12.1,99.29166667,392.7250485,1.608
10/25/2017,0.5,13.4,6.2,6.3,98.33333333,378.3490727,1.455
10/26/2017,1.6,14.2,9.6,3.7,99.70833333,385.4164862,1.242
10/27/2017,0.2,13.2,10.8,3.5,96.91666667,373.3486884,1.089
10/28/2017,0.0,13.6,10.3,7.0,96.70833333,372.2429578,0.987
10/29/2017,0.0,15.0,8.5,11.0,88.83333333,304.5075643,0.887
10/30/2017,0.0,12.0,6.8,4.9,96.16666667,369.7248947,0.8
10/31/2017,0.0,12.3,10.0,9.2,97.79166667,376.2524087,0.738
11/1/2017,0.0,12.6,7.8,3.8,91.79166667,353.5403508,0.676
11/2/2017,0.2,12.8,7.8,4.1,96.625,371.8306694,0.616
11/3/2017,0.0,10.0,7.3,3.1,99.41666667,381.9308393,0.575
11/4/2017,2.4,9.4,3.4,10.2,85.91666667,324.2837464,0.539
11/5/2017,1.1,9.8,4.0,7.8,82.45833333,259.464488,0.529
11/6/2017,10.6,11.5,5.6,12.5,96.33333333,384.6068048,0.497
11/7/2017,2.5,9.7,3.0,9.1,83.41666667,324.5700077,0.778
11/8/2017,0.1,10.5,4.0,5.9,91.45833333,351.9907878,0.528
11/9/2017,0.8,12.2,8.7,9.9,91.75,354.493813,0.478
11/10/2017,0.7,12.1,9.2,11.8,90.91666667,351.3281535,0.454
11/11/2017,4.3,14.1,7.3,13.0,96.41666667,376.3297465,0.482
11/12/2017,0.0,8.6,2.6,11.8,79.33333333,280.6784552,0.495
11/13/2017,0.0,10.2,2.6,6.6,85.375,329.0813835,0.436
11/14/2017,0.3,13.1,9.6,6.1,97.95833333,377.2457427,0.411
11/15/2017,2.3,11.1,8.6,5.4,99.95833333,387.2209976,0.398
11/16/2017,0.2,10.6,4.3,8.2,81.83333333,316.2618676,0.383
11/17/2017,0.3,8.4,3.1,3.5,84.125,271.8350118,0.358
11/18/2017,1.6,13.4,7.9,6.5,97.625,377.4387757,0.354
11/19/2017,2.0,11.0,7.1,8.1,97.95833333,379.1072571,0.357
11/20/2017,1.7,13.4,11.0,10.9,100.0,386.9757636,0.356
11/21/2017,14.4,13.1,10.6,9.9,100.0,405.6922778,0.372
11/22/2017,21.6,12.9,3.0,13.5,99.29166667,414.4235055,1.299
11/23/2017,0.1,9.0,1.9,9.2,81.125,254.3653481,0.789
11/24/2017,2.1,6.4,0.9,7.6,86.625,281.3131079,0.612
11/25/2017,0.6,5.0,0.6,9.8,89.58333333,306.8989375,0.591
11/26/2017,0.7,9.7,2.3,10.2,90.04166667,337.3147586,0.57
11/27/2017,4.0,10.2,4.3,11.8,88.625,346.1790619,0.633
11/28/2017,0.1,6.1,1.8,11.0,86.66666667,288.0448649,0.571
11/29/2017,0.0,5.2,0.8,11.5,88.83333333,303.7954838,0.524
11/30/2017,0.1,7.3,0.8,8.9,87.41666667,299.2163654,0.492
12/1/2017,0.1,5.2,0.3,8.5,87.70833333,300.1470306,0.462
12/2/2017,0.4,8.2,3.5,6.8,93.04166667,358.2914602,0.445
12/3/2017,0.5,9.6,6.1,9.0,93.58333333,360.7319933,0.429
12/4/2017,0.8,7.5,5.9,3.7,92.625,357.4969535,0.405
12/5/2017,1.1,9.5,5.1,6.3,95.20833333,367.4471699,0.391
12/6/2017,11.7,12.4,9.4,17.7,97.125,390.0937445,0.445
12/7/2017,4.1,11.9,1.8,16.9,83.25,325.790969,0.597
12/8/2017,0.2,5.6,1.4,9.1,83.75,278.7734526,0.474
12/9/2017,10.8,6.7,1.7,5.8,93.20833333,372.6304388,0.459
12/10/2017,8.5,8.0,-1.3,15.2,91.29166667,361.7711224,1.705
12/11/2017,0.0,5.6,-2.0,14.2,86.375,295.5102963,0.825
12/12/2017,3.2,7.8,1.7,8.1,90.58333333,352.3967893,0.766
12/13/2017,5.7,7.6,2.0,14.1,87.79166667,344.9916584,0.809
12/14/2017,6.1,5.7,1.8,13.9,87.79166667,280.9171237,1.058
